codigo_producto,iid_clasificacion,iid_subclasificacion,iid_nombre,iid_caracteristica,iid_marca,modelo,unidad_compra,unidad_consumo,stock,cantidad_minima,fecha_creacion,fecha_ultimo_movimiento,estado,es_de_conteo
01.003.0295,,3,206,1350,16,,1,1,,1.00,2011-03-24 09:35:00,,1,0
01.003.0297,,3,206,1335,16,,1,1,,1.00,2011-03-24 09:38:00,,1,0
01.003.0298,,3,321,1352,15,,16,16,,1.00,2011-04-04 12:42:00,,1,1
01.001.0210,,1,38,1358,72,,1,1,,2.00,2011-04-06 09:05:00,,1,0
01.001.0211,,1,38,1359,72,,1,1,,2.00,2011-04-06 09:05:00,,1,0
01.001.0216,,1,38,1364,72,,1,1,,2.00,2011-04-06 09:09:00,,1,0
01.001.0217,,1,38,1365,72,,1,1,,2.00,2011-04-06 09:10:00,,1,0
01.001.0220,,1,38,1368,72,,1,1,,2.00,2011-04-06 09:18:00,,1,0
01.001.0226,,1,38,1374,72,,1,1,,2.00,2011-04-06 09:21:00,,1,0
01.001.0228,,1,38,1376,72,,1,1,,2.00,2011-04-06 09:21:00,,1,0
01.001.0230,,1,38,1378,72,,1,1,,2.00,2011-04-06 09:22:00,,1,0
01.003.0301,,3,343,1389,15,,1,1,,3.00,2011-04-15 10:26:00,,1,0
01.005.0434,,5,315,1397,179,,1,1,,1.00,2011-05-04 18:10:00,,1,0
01.003.0304,,3,367,1402,15,,1,1,,1.00,2011-06-01 12:31:00,,1,0
01.005.0437,,5,106,1406,211,,1,1,,2.00,2011-06-02 09:38:00,,1,0
01.003.0308,,3,303,1416,40,,1,1,,3.00,2011-07-13 10:31:00,,1,0
01.003.0309,,3,303,1417,40,,1,1,,3.00,2011-07-13 10:31:00,,1,0
01.003.0310,,3,206,1420,294,,1,1,,1.00,2011-07-13 10:33:00,,1,0
01.003.0312,,3,106,1419,185,,1,1,,1.00,2011-07-13 10:34:00,,1,0
01.005.0442,,5,303,1422,185,,1,1,,1.00,2011-07-14 10:47:00,,1,0
01.005.0446,,5,56,1428,149,,15,15,,2.00,2011-08-03 12:38:00,,1,1
01.001.0244,,1,11,1438,298,,1,1,,1.00,2011-10-24 11:30:00,,1,0
01.001.0245,,1,11,1439,298,,1,1,,1.00,2011-10-24 11:31:00,,1,0
01.001.0246,,1,11,1440,298,,1,1,,1.00,2011-10-24 11:31:00,,1,0
01.001.0247,,1,112,435,298,,1,1,,5.00,2011-10-24 11:31:00,,1,0
01.001.0248,,1,156,1441,298,,1,1,,1.00,2011-10-24 11:48:00,,1,0
01.001.0250,,1,156,1443,298,,1,1,,1.00,2011-10-24 11:48:00,,1,0
04.002.0012,,2,225,1448,163,,1,1,,5.00,2011-11-18 09:54:00,,1,0
01.001.0252,,1,11,1455,298,,1,1,,1.00,2011-12-09 12:29:00,,1,0
01.006.0008,,6,85,1460,299,,1,1,,1.00,2011-12-19 10:22:00,,1,0
01.006.0009,,6,85,1461,299,,1,1,,1.00,2011-12-19 10:23:00,,1,0
01.006.0012,,6,85,1464,299,,1,1,,1.00,2011-12-19 10:25:00,,1,0
01.006.0013,,6,85,1465,299,,1,1,,1.00,2011-12-19 10:25:00,,1,0
01.006.0022,,6,85,1468,299,,1,1,,1.00,2011-12-19 10:45:00,,1,0
01.006.0025,,6,376,1471,299,,1,1,,1.00,2011-12-19 10:46:00,,1,0
01.006.0026,,6,376,1472,299,,1,1,,1.00,2011-12-19 10:46:00,,1,0
01.006.0027,,6,376,1473,299,,1,1,,1.00,2011-12-19 10:46:00,,1,0
01.006.0031,,6,377,1477,299,,1,1,,1.00,2011-12-19 10:48:00,,1,0
01.006.0034,,6,378,1478,299,,1,1,,1.00,2011-12-19 10:49:00,,1,0
01.006.0044,,6,360,1498,279,,1,1,,1.00,2012-02-11 12:36:00,,0,0
01.003.0323,,3,139,1500,1,,1,1,,1.00,2012-02-14 10:51:00,,1,1
01.005.0454,,5,379,1506,153,,3,3,,1.00,2012-03-23 09:53:00,,0,1
04.003.0005,,3,240,1509,40,,1,1,,1.00,2012-03-26 11:20:00,,1,0
04.003.0007,,3,240,1511,40,,1,1,,1.00,2012-03-26 11:21:00,,1,0
04.003.0008,,3,240,1512,40,,1,1,,1.00,2012-03-26 11:22:00,,1,0
04.003.0009,,3,240,1513,40,,1,1,,1.00,2012-03-26 11:22:00,,1,0
01.003.0177,,3,249,854,182,,16,16,,1.00,2007-09-10 09:44:00,,1,0
03.001.0079,,1,253,859,346,,1,1,,1.00,2007-09-28 11:04:00,,1,0
03.001.0080,,1,255,860,40,,11,11,,1.00,2007-09-28 11:04:00,,1,0
03.001.0081,,1,243,861,184,,1,1,,1.00,2007-09-28 11:06:00,,1,0
05.001.0024,,1,266,925,196,,1,1,,1.00,2008-01-14 11:35:00,,1,0
01.001.0178,,1,37,1132,72,,10,10,,1.00,2008-04-14 10:23:00,,1,0
01.001.0180,,1,110,1173,106,,1,1,,1.00,2008-04-14 10:24:00,,1,0
01.001.0183,,1,11,961,72,,1,1,,1.00,2008-04-17 12:30:00,,1,1
04.001.0013,,1,258,963,40,,1,1,,3.00,2008-04-25 12:09:00,,1,0
01.002.0113,,2,264,977,23,,10,10,,1.00,2008-04-30 10:55:00,,1,1
02.001.0079,,1,285,976,210,,1,1,,1.00,2008-05-07 10:55:00,,1,0
02.001.0080,,1,102,979,32,,1,1,,1.00,2008-05-09 11:44:00,,1,0
01.003.0200,,3,150,980,211,,10,10,,1.00,2008-05-12 11:47:00,,1,0
01.003.0205,,3,139,985,23,,1,1,,1.00,2008-05-13 10:55:00,,1,1
01.002.0114,,2,161,990,191,,1,1,,1.00,2008-05-27 10:24:00,,1,0
05.002.0004,,2,293,997,213,,1,1,,1.00,2008-06-06 12:12:00,,1,0
03.001.0103,,1,299,1011,218,,11,11,,1.00,2008-08-12 11:21:00,,1,0
03.001.0104,,1,157,1010,215,,11,11,,1.00,2008-08-12 11:21:00,,1,0
01.003.0209,,3,50,1013,77,,1,1,,1.00,2008-08-13 10:55:00,,1,0
01.005.0289,,5,226,1031,40,,1,1,,10.00,2008-08-22 10:02:00,,1,0
01.005.0291,,5,182,2004,357,,1,1,,5.00,2008-09-12 12:24:00,,1,0
03.001.0109,,1,243,1049,184,,1,1,,1.00,2008-10-16 09:29:00,,1,0
01.003.0229,,3,206,1079,237,,1,1,,1.00,2009-04-23 10:18:00,,1,0
01.003.0230,,3,206,1080,237,,1,1,,1.00,2009-04-23 10:18:00,,1,0
01.003.0232,,3,206,1081,237,,1,1,,1.00,2009-04-23 10:26:00,,1,0
01.003.0236,,3,206,1085,237,,1,1,,1.00,2009-04-23 10:30:00,,1,0
01.003.0238,,3,206,1086,237,,1,1,,1.00,2009-04-23 10:35:00,,1,0
01.003.0239,,3,206,1087,237,,1,1,,1.00,2009-04-23 10:36:00,,1,0
01.003.0245,,3,206,1090,237,,1,1,,1.00,2009-04-23 10:45:00,,1,0
03.001.0114,,1,320,1099,40,,11,11,,5.00,2009-05-06 12:27:00,,1,0
01.003.0248,,3,321,1106,241,,10,10,,1.00,2009-05-11 11:28:00,,1,1
01.003.0249,,3,321,1107,241,,10,10,,1.00,2009-05-11 11:29:00,,1,1
01.005.0312,,5,322,1112,40,,1,1,,1.00,2009-05-14 10:39:00,,1,0
05.001.0036,,1,330,1144,40,,1,1,,1.00,2009-09-03 10:18:00,,1,0
05.001.0038,,1,332,1146,40,,1,1,,1.00,2009-09-03 10:19:00,,1,0
01.005.0327,,5,176,530,254,,3,3,,4.00,2009-10-19 12:23:00,,1,1
01.005.0335,,5,85,1172,40,,1,1,,2.00,2009-10-27 09:36:00,,1,0
03.001.0126,,1,342,1186,40,,1,1,,5.00,2009-12-10 10:25:00,,1,0
06.001.0015,,1,297,1193,262,,10,10,,1.00,2010-01-20 09:06:00,,1,0
01.005.0351,,5,303,1200,185,,1,1,,2.00,2010-01-27 10:26:00,,1,0
01.003.0266,,3,45,1212,109,,16,16,,1.00,2010-01-29 11:18:00,,1,1
01.003.0267,,3,345,1203,109,,1,1,,1.00,2010-01-29 11:24:00,,1,0
01.003.0269,,3,346,1213,182,,10,10,,1.00,2010-02-01 11:49:00,,1,0
03.001.0129,,1,309,1214,11,,1,1,,1.00,2010-02-11 10:11:00,,1,0
03.001.0139,,1,309,1251,266,,1,1,,1.00,2010-08-18 12:28:00,,1,0
01.001.0194,,1,38,1254,72,,1,1,,1.00,2010-10-12 12:50:00,,1,0
01.001.0202,,1,38,1262,72,,1,1,,1.00,2010-10-12 18:43:00,,1,0
01.005.0382,,5,353,1281,283,,1,1,,1.00,2010-11-30 12:10:00,,1,0
01.005.0387,,5,360,1312,283,,1,1,,1.00,2010-11-30 12:13:00,,1,0
01.005.0396,,5,85,1295,283,,1,1,,1.00,2010-11-30 12:21:00,,1,0
01.005.0406,,5,85,1305,283,,1,1,,1.00,2010-11-30 12:27:00,,1,0
01.005.0413,,5,85,1311,112,,1,1,,1.00,2010-12-07 11:06:00,,1,0
01.005.0421,,5,94,1321,48,,1,1,,5.00,2011-02-04 11:04:00,,1,0
01.003.0284,,3,206,1336,237,,1,1,,1.00,2011-03-09 10:51:00,,1,0
01.003.0285,,3,206,1337,237,,1,1,,1.00,2011-03-09 10:52:00,,1,0
01.003.0286,,3,206,1338,237,,1,1,,1.00,2011-03-09 10:53:00,,1,0
01.003.0289,,3,206,808,237,,1,1,,1.00,2011-03-09 10:54:00,,1,0
01.003.0291,,3,206,809,237,,1,1,,1.00,2011-03-09 10:57:00,,1,0
01.005.0428,,5,174,1346,15,,1,1,,1.00,2011-03-24 09:28:00,,1,0
01.003.0294,,3,206,1349,16,,1,1,,1.00,2011-03-24 09:33:00,,1,0
01.003.0296,,3,206,1333,16,,1,1,,1.00,2011-03-24 09:37:00,,1,0
01.001.0209,,1,38,1357,72,,1,1,,1.00,2011-04-06 09:05:00,,1,0
01.001.0215,,1,38,1363,72,,1,1,,2.00,2011-04-06 09:09:00,,1,0
01.001.0218,,1,38,1366,72,,1,1,,2.00,2011-04-06 09:10:00,,1,0
01.001.0221,,1,38,1369,72,,1,1,,2.00,2011-04-06 09:19:00,,1,0
01.001.0223,,1,38,1371,72,,1,1,,2.00,2011-04-06 09:19:00,,1,0
01.001.0225,,1,38,1373,72,,1,1,,2.00,2011-04-06 09:21:00,,1,0
01.001.0232,,1,38,1380,72,,1,1,,2.00,2011-04-06 09:23:00,,1,0
01.001.0235,,1,38,1383,72,,1,1,,2.00,2011-04-06 09:24:00,,1,0
02.001.0107,,1,102,1385,290,,15,15,,1.00,2011-04-06 09:54:00,,1,0
01.003.0300,,3,343,1388,15,,1,1,,2.00,2011-04-15 10:23:00,,1,0
01.005.0433,,5,315,1396,179,,1,1,,1.00,2011-05-04 18:09:00,,1,1
01.005.0435,,5,12,1399,64,,13,13,,1.00,2011-05-06 10:40:00,,1,1
01.002.0124,,2,224,1405,23,,1,1,,1.00,2011-06-01 12:45:00,,1,0
01.005.0440,,5,315,1411,40,,1,1,,2.00,2011-07-06 13:01:00,,1,1
01.003.0307,,3,303,1415,40,,1,1,,3.00,2011-07-13 10:30:00,,1,0
01.003.0311,,3,370,1418,294,,1,1,,1.00,2011-07-13 10:34:00,,1,0
05.001.0043,,1,237,1421,40,,1,1,,1.00,2011-07-13 10:57:00,,1,0
01.005.0444,,5,303,1424,185,,1,1,,1.00,2011-07-14 10:48:00,,1,1
01.005.0445,,5,303,1425,185,,1,1,,1.00,2011-07-14 10:49:00,,1,1
01.001.0241,,1,11,1435,298,,1,1,,1.00,2011-10-24 11:29:00,,1,0
01.001.0249,,1,156,1442,298,,1,1,,1.00,2011-10-24 11:48:00,,1,0
01.005.0450,,5,94,1321,75,,1,1,,5.00,2011-12-08 12:26:00,,1,0
01.003.0319,,3,139,1454,109,,1,1,,1.00,2011-12-08 12:26:00,,1,1
01.005.0451,,5,48,1456,40,,1,1,,1.00,2011-12-09 12:53:00,,1,0
01.005.0452,,5,374,1457,40,,1,1,,1.00,2011-12-09 12:53:00,,1,1
01.006.0011,,6,85,1463,299,,1,1,,1.00,2011-12-19 10:24:00,,1,0
01.006.0014,,6,85,1466,299,,1,1,,1.00,2011-12-19 10:26:00,,1,0
01.006.0015,,6,85,1481,299,,1,1,,1.00,2011-12-19 10:26:00,,1,0
01.006.0020,,6,85,1486,299,,1,1,,1.00,2011-12-19 10:35:00,,1,0
01.006.0023,,6,85,1469,299,,1,1,,1.00,2011-12-19 10:45:00,,1,0
01.006.0024,,6,376,1470,299,,1,1,,1.00,2011-12-19 10:46:00,,1,0
01.006.0028,,6,377,1474,299,,1,1,,1.00,2011-12-19 10:47:00,,1,0
01.006.0029,,6,377,1475,299,,1,1,,1.00,2011-12-19 10:47:00,,1,0
01.006.0030,,6,377,1476,299,,1,1,,1.00,2011-12-19 10:47:00,,1,0
01.006.0032,,6,377,1472,299,,1,1,,1.00,2011-12-19 10:48:00,,1,0
01.006.0033,,6,377,1473,299,,1,1,,1.00,2011-12-19 10:49:00,,1,0
01.006.0036,,6,85,1480,299,,1,1,,1.00,2011-12-19 10:51:00,,1,0
01.006.0038,,6,353,1492,279,,1,1,,1.00,2012-02-11 12:31:00,,1,0
01.006.0040,,6,303,1494,279,,1,1,,1.00,2012-02-11 12:32:00,,1,0
01.006.0042,,6,360,1496,279,,1,1,,1.00,2012-02-11 12:35:00,,0,0
01.001.0256,,1,11,1504,106,,1,1,,1.00,2012-03-16 10:59:00,,1,0
04.003.0004,,3,240,1508,40,,1,1,,1.00,2012-03-26 11:20:00,,1,0
01.005.0455,,5,119,1518,5,,1,1,,1.00,2012-04-05 11:48:00,,1,1
01.001.0258,,1,380,1521,298,,1,1,,1.00,2012-04-17 11:46:00,,1,0
01.003.0326,,3,72,1529,116,,1,1,,1.00,2012-05-03 11:57:00,,1,0
01.003.0327,,3,72,1530,116,,10,10,,1.00,2012-05-03 11:57:00,,1,0
01.003.0328,,3,139,1523,116,,9,9,,1.00,2012-05-03 11:58:00,,1,1
01.003.0329,,3,139,1524,116,,9,9,,1.00,2012-05-03 11:58:00,,1,1
01.003.0330,,3,139,1525,116,,9,9,,1.00,2012-05-03 11:58:00,,1,1
01.003.0331,,3,139,1526,116,,9,9,,1.00,2012-05-03 11:59:00,,1,1
01.003.0332,,3,139,1527,116,,9,9,,1.00,2012-05-03 12:00:00,,1,1
01.003.0333,,3,8,1528,116,,15,15,,1.00,2012-05-03 12:00:00,,1,1
01.005.0459,,5,119,1531,5,,15,15,,1.00,2012-05-03 12:17:00,,1,1
02.001.0114,,1,114,1532,137,,1,1,,1.00,2012-05-07 10:59:00,,1,0
03.001.0153,,1,43,1533,50,,1,1,,1.00,2012-05-08 09:32:00,,1,0
03.001.0154,,1,43,1534,50,,1,1,,1.00,2012-05-08 09:33:00,,1,0
01.006.0045,,6,351,1535,319,,1,1,,1.00,2012-05-14 12:10:00,,1,0
03.001.0155,,1,43,1536,50,,1,1,,1.00,2012-05-17 12:09:00,,1,0
05.001.0047,,1,197,1537,40,,1,1,,1.00,2012-05-21 09:38:00,,1,0
01.005.0460,,5,48,1538,303,,1,1,,1.00,2012-05-31 12:18:00,,1,0
01.005.0461,,5,48,1539,303,,1,1,,1.00,2012-05-31 12:18:00,,1,0
01.005.0462,,5,48,1540,303,,1,1,,1.00,2012-05-31 12:19:00,,1,0
05.001.0048,,1,381,1541,282,,1,1,,1.00,2012-06-04 10:52:00,,1,0
05.001.0049,,1,381,1542,282,,1,1,,1.00,2012-06-04 10:52:00,,1,0
01.003.0334,,3,72,1543,422,,1,1,,1.00,2012-06-06 09:50:00,,1,0
02.001.0115,,1,179,1544,173,,15,15,,1.00,2012-06-07 10:36:00,,1,0
01.003.0335,,3,264,1545,53,,1,1,,1.00,2012-06-07 11:24:00,,1,1
01.005.0463,,5,87,88,304,,1,1,,1.00,2012-06-07 12:01:00,,1,0
01.002.0125,,2,60,1546,305,,1,1,,1.00,2012-06-19 11:46:00,,1,0
01.002.0126,,2,59,1547,305,,1,1,,1.00,2012-06-19 11:47:00,,1,0
01.002.0127,,2,59,1548,305,,1,1,,1.00,2012-06-19 11:50:00,,1,0
01.002.0128,,2,59,1549,305,,1,1,,1.00,2012-06-25 11:08:00,,1,0
01.002.0129,,2,60,1550,305,,1,1,,1.00,2012-06-25 11:08:00,,1,0
01.002.0130,,2,60,1551,305,,1,1,,1.00,2012-06-25 11:09:00,,1,0
01.002.0131,,2,60,1552,305,,1,1,,1.00,2012-06-25 11:10:00,,1,0
01.001.0259,,1,37,1553,1,,1,1,,1.00,2012-06-29 10:35:00,,1,0
01.006.0046,,6,382,1554,279,,13,13,,1.00,2012-06-29 10:48:00,,0,0
01.006.0047,,6,383,1555,279,,13,13,,1.00,2012-06-29 10:49:00,,0,0
01.006.0048,,6,384,1556,279,,13,13,,1.00,2012-06-29 10:49:00,,0,0
01.006.0049,,6,385,1557,279,,15,15,,1.00,2012-06-29 10:50:00,,0,0
01.006.0050,,6,386,1558,279,,13,13,,1.00,2012-06-29 10:50:00,,0,0
01.006.0051,,6,387,1559,279,,13,13,,1.00,2012-06-29 10:51:00,,0,0
01.006.0052,,6,388,1560,279,,13,13,,1.00,2012-06-29 10:51:00,,0,0
01.006.0053,,6,389,1561,279,,13,13,,1.00,2012-06-29 10:52:00,,0,0
01.005.0464,,5,81,1562,30,,15,15,,1.00,2012-07-05 11:37:00,,1,1
02.001.0116,,1,67,1563,56,,15,15,,1.00,2012-07-06 10:01:00,,1,0
06.001.0018,,1,298,1564,306,,10,10,,1.00,2012-07-06 10:03:00,,1,0
01.006.0054,,6,383,1565,279,,1,1,,1.00,2012-07-10 10:53:00,,0,0
01.001.0260,,1,37,1566,1,,1,1,,1.00,2012-08-03 09:35:00,,1,0
01.005.0465,,5,24,45,246,,1,1,,1.00,2012-08-03 10:34:00,,1,0
01.006.0055,,6,390,1567,279,,1,1,,1.00,2012-08-06 11:31:00,,1,0
01.006.0056,,6,391,1568,279,,1,1,,1.00,2012-08-06 11:33:00,,0,0
01.006.0057,,6,392,1569,279,,1,1,,1.00,2012-08-06 11:33:00,,0,0
01.001.0261,,1,105,1570,307,,1,1,,1.00,2012-09-06 11:07:00,,1,0
01.005.0466,,5,50,51,308,,1,1,,2.00,2012-09-06 11:19:00,,1,1
01.005.0467,,5,85,1571,40,,1,1,,2.00,2012-09-07 13:05:00,,1,0
01.005.0468,,5,85,1572,40,,1,1,,2.00,2012-09-07 13:05:00,,1,0
01.006.0058,,6,393,1573,279,,1,1,,2.00,2012-09-10 11:28:00,,0,0
01.001.0262,,1,394,1574,72,,16,16,,1.00,2012-09-17 12:04:00,,1,0
01.001.0263,,1,395,1574,72,,1,1,,1.00,2012-09-17 12:09:00,,1,0
01.001.0264,,1,396,1574,72,,1,1,,1.00,2012-09-17 12:13:00,,1,0
01.001.0265,,1,397,1574,72,,1,1,,1.00,2012-09-17 12:13:00,,1,0
01.001.0266,,1,398,1574,72,,1,1,,1.00,2012-09-17 12:14:00,,1,0
01.001.0267,,1,399,1574,72,,1,1,,1.00,2012-09-17 12:14:00,,1,0
01.001.0268,,1,400,1574,72,,1,1,,1.00,2012-09-17 12:15:00,,1,0
01.001.0269,,1,401,1574,72,,1,1,,1.00,2012-09-17 12:15:00,,1,0
01.001.0270,,1,402,1574,72,,1,1,,1.00,2012-09-17 12:15:00,,1,0
01.001.0271,,1,403,1574,72,,1,1,,1.00,2012-09-17 12:16:00,,1,0
01.001.0272,,1,404,1574,72,,1,1,,1.00,2012-09-17 12:17:00,,1,0
01.001.0273,,1,405,1574,72,,1,1,,1.00,2012-09-17 12:17:00,,1,0
01.001.0274,,1,406,1574,72,,1,1,,1.00,2012-09-17 12:18:00,,1,0
01.001.0275,,1,407,1574,72,,1,1,,1.00,2012-09-17 12:19:00,,1,0
01.001.0276,,1,408,1574,72,,1,1,,1.00,2012-09-17 12:19:00,,1,0
01.001.0277,,1,409,1574,72,,1,1,,1.00,2012-09-17 12:20:00,,1,0
01.001.0278,,1,410,1574,72,,1,1,,1.00,2012-09-17 12:28:00,,1,0
01.001.0279,,1,411,1574,72,,1,1,,1.00,2012-09-17 12:28:00,,1,0
01.001.0280,,1,412,1574,72,,1,1,,1.00,2012-09-17 12:29:00,,1,0
01.001.0281,,1,413,1574,72,,1,1,,1.00,2012-09-17 12:30:00,,1,0
01.001.0282,,1,414,1574,72,,1,1,,1.00,2012-09-17 12:31:00,,1,0
01.001.0283,,1,394,2233,1,,1,1,,1.00,2012-09-18 09:26:00,,1,0
01.001.0284,,1,395,2233,72,,1,1,,1.00,2012-09-18 09:27:00,,1,0
01.001.0285,,1,396,2233,1,,1,1,,1.00,2012-09-18 09:27:00,,1,0
01.001.0286,,1,397,2233,1,,1,1,,1.00,2012-09-18 09:28:00,,1,0
01.001.0287,,1,398,1575,72,,1,1,,1.00,2012-09-18 09:45:00,,1,0
01.001.0288,,1,399,1575,72,,1,1,,1.00,2012-09-18 09:48:00,,1,0
01.001.0289,,1,400,1575,72,,1,1,,1.00,2012-09-18 09:49:00,,1,0
01.001.0290,,1,401,1575,72,,1,1,,1.00,2012-09-18 09:49:00,,1,0
01.001.0291,,1,402,1575,72,,1,1,,1.00,2012-09-18 09:49:00,,1,0
01.001.0292,,1,403,1575,72,,1,1,,1.00,2012-09-18 09:50:00,,1,0
01.001.0293,,1,404,1575,72,,1,1,,1.00,2012-09-18 09:51:00,,1,0
01.001.0294,,1,405,1575,72,,1,1,,1.00,2012-09-18 09:51:00,,1,0
01.001.0295,,1,406,1575,72,,1,1,,1.00,2012-09-18 09:54:00,,1,0
01.001.0296,,1,407,1575,72,,1,1,,1.00,2012-09-18 09:54:00,,1,0
01.001.0297,,1,408,1575,72,,1,1,,1.00,2012-09-18 09:54:00,,1,0
01.001.0298,,1,409,1575,72,,1,1,,1.00,2012-09-18 09:55:00,,1,0
01.001.0299,,1,410,1575,72,,1,1,,1.00,2012-09-18 09:56:00,,1,0
01.001.0300,,1,411,1575,72,,1,1,,1.00,2012-09-18 09:56:00,,1,0
01.001.0301,,1,412,1575,72,,1,1,,1.00,2012-09-18 09:56:00,,1,0
01.001.0302,,1,413,1575,72,,1,1,,1.00,2012-09-18 09:57:00,,1,0
01.001.0303,,1,414,1575,72,,1,1,,1.00,2012-09-18 09:57:00,,1,0
01.001.0304,,1,394,1576,1,,10,10,,1.00,2012-09-18 10:01:00,,1,0
01.001.0305,,1,395,1576,1,,1,1,,1.00,2012-09-18 10:01:00,,1,0
01.001.0306,,1,396,1576,1,,1,1,,1.00,2012-09-18 10:02:00,,1,0
01.001.0307,,1,397,1576,1,,1,1,,1.00,2012-09-18 10:03:00,,1,0
01.001.0308,,1,398,1576,1,,1,1,,1.00,2012-09-18 10:05:00,,1,0
01.001.0309,,1,399,1576,1,,1,1,,1.00,2012-09-18 10:05:00,,1,0
01.001.0310,,1,400,1576,1,,1,1,,1.00,2012-09-18 10:06:00,,1,0
01.001.0311,,1,401,1576,1,,1,1,,1.00,2012-09-18 10:07:00,,1,0
01.001.0312,,1,402,1576,1,,1,1,,1.00,2012-09-18 10:07:00,,1,0
01.001.0313,,1,403,1576,1,,1,1,,1.00,2012-09-18 10:07:00,,1,0
01.001.0314,,1,404,1576,1,,1,1,,1.00,2012-09-18 10:07:00,,1,0
01.001.0315,,1,405,1576,1,,1,1,,1.00,2012-09-18 10:08:00,,1,0
01.001.0316,,1,406,1576,1,,1,1,,1.00,2012-09-18 10:08:00,,1,0
01.001.0317,,1,407,1576,1,,1,1,,1.00,2012-09-18 10:08:00,,1,0
01.001.0318,,1,408,1576,1,,1,1,,1.00,2012-09-18 10:08:00,,1,0
01.001.0319,,1,409,1576,1,,1,1,,1.00,2012-09-18 10:08:00,,1,0
01.001.0320,,1,410,1576,1,,1,1,,1.00,2012-09-18 10:09:00,,1,0
01.001.0321,,1,411,1576,1,,1,1,,1.00,2012-09-18 10:10:00,,1,0
01.001.0322,,1,412,1576,1,,1,1,,1.00,2012-09-18 10:10:00,,1,0
01.001.0323,,1,413,1576,1,,1,1,,1.00,2012-09-18 10:10:00,,1,0
01.001.0324,,1,414,1576,1,,1,1,,1.00,2012-09-18 10:10:00,,1,0
01.001.0325,,1,415,1577,1,,16,16,,1.00,2012-09-18 10:13:00,,1,0
01.001.0326,,1,416,1577,1,,1,1,,1.00,2012-09-18 10:18:00,,1,0
01.001.0327,,1,417,1577,1,,1,1,,1.00,2012-09-18 10:18:00,,1,0
01.001.0328,,1,418,1577,1,,1,1,,1.00,2012-09-18 10:31:00,,1,0
01.001.0329,,1,419,1577,1,,1,1,,1.00,2012-09-18 10:31:00,,1,0
01.001.0330,,1,420,1577,1,,1,1,,1.00,2012-09-18 10:32:00,,1,0
01.001.0331,,1,421,1577,1,,1,1,,1.00,2012-09-18 10:32:00,,1,0
01.001.0332,,1,422,1577,1,,1,1,,1.00,2012-09-18 10:32:00,,1,0
01.001.0333,,1,423,1577,1,,1,1,,1.00,2012-09-18 10:34:00,,1,0
01.001.0334,,1,424,1577,1,,1,1,,1.00,2012-09-18 10:34:00,,1,0
01.001.0335,,1,425,1577,1,,1,1,,1.00,2012-09-18 10:35:00,,1,0
01.001.0336,,1,426,1577,1,,1,1,,1.00,2012-09-18 10:35:00,,1,0
01.001.0337,,1,427,1577,1,,1,1,,1.00,2012-09-18 10:45:00,,1,0
01.001.0338,,1,428,1577,1,,1,1,,1.00,2012-09-18 10:46:00,,1,0
01.001.0339,,1,429,1577,1,,1,1,,1.00,2012-09-18 10:46:00,,1,0
01.001.0340,,1,430,1577,1,,1,1,,1.00,2012-09-18 10:47:00,,1,0
01.001.0341,,1,431,1577,1,,1,1,,1.00,2012-09-18 10:47:00,,1,0
01.001.0342,,1,432,1577,1,,1,1,,1.00,2012-09-18 10:48:00,,1,0
01.001.0343,,1,433,1577,1,,1,1,,1.00,2012-09-18 10:48:00,,1,0
01.001.0344,,1,434,1577,1,,1,1,,1.00,2012-09-18 10:48:00,,1,0
01.001.0345,,1,435,1577,1,,1,1,,1.00,2012-09-18 10:48:00,,1,0
01.001.0346,,1,415,1578,1,,1,1,,1.00,2012-09-18 10:49:00,,1,0
01.001.0347,,1,416,1578,1,,1,1,,1.00,2012-09-18 10:49:00,,1,0
01.001.0348,,1,417,1578,1,,1,1,,1.00,2012-09-18 10:58:00,,1,0
01.001.0349,,1,418,1578,1,,1,1,,1.00,2012-09-18 10:59:00,,1,0
01.001.0350,,1,419,1578,1,,1,1,,1.00,2012-09-18 10:59:00,,1,0
01.001.0351,,1,420,1578,1,,1,1,,1.00,2012-09-18 10:59:00,,1,0
01.001.0352,,1,421,1578,1,,1,1,,1.00,2012-09-18 10:59:00,,1,0
01.001.0353,,1,422,1578,1,,1,1,,1.00,2012-09-18 10:59:00,,1,0
01.001.0354,,1,423,1578,1,,1,1,,1.00,2012-09-18 11:00:00,,1,0
01.001.0355,,1,424,1578,1,,1,1,,1.00,2012-09-18 11:00:00,,1,0
01.001.0356,,1,425,1578,1,,1,1,,1.00,2012-09-18 11:00:00,,1,0
01.001.0357,,1,426,1578,1,,1,1,,1.00,2012-09-18 11:00:00,,1,0
01.001.0358,,1,427,1578,1,,1,1,,1.00,2012-09-18 11:01:00,,1,0
01.001.0359,,1,428,1578,1,,1,1,,1.00,2012-09-18 11:01:00,,1,0
01.001.0360,,1,429,1578,1,,1,1,,1.00,2012-09-18 11:02:00,,1,0
01.001.0361,,1,430,1578,1,,1,1,,1.00,2012-09-18 11:02:00,,1,0
01.001.0362,,1,431,1578,1,,1,1,,1.00,2012-09-18 11:02:00,,1,0
01.001.0363,,1,432,1578,1,,1,1,,1.00,2012-09-18 11:02:00,,1,0
01.001.0364,,1,433,1578,1,,1,1,,1.00,2012-09-18 11:02:00,,1,0
01.001.0365,,1,434,1578,1,,1,1,,1.00,2012-09-18 11:03:00,,1,0
