codigo_producto,iid_clasificacion,iid_subclasificacion,iid_nombre,iid_caracteristica,iid_marca,modelo,unidad_compra,unidad_consumo,stock,cantidad_minima,fecha_creacion,fecha_ultimo_movimiento,estado,es_de_conteo
03.001.0199,,1,499,1850,40,,1,1,,1.00,2015-07-03 10:23:00,,1,0
03.001.0200,,1,340,1851,359,,11,11,,1.00,2015-07-03 10:26:00,,1,0
03.001.0201,,1,243,1852,184,,1,1,,1.00,2015-07-03 10:31:00,,1,0
01.006.0112,,6,500,1853,360,,1,1,,1.00,2015-07-20 12:01:00,,1,0
01.006.0113,,6,502,1854,40,,1,1,,1.00,2015-07-20 12:01:00,,1,0
01.006.0114,,6,360,1855,360,,1,1,,1.00,2015-07-20 12:02:00,,1,0
01.006.0115,,6,503,1856,354,,1,1,,1.00,2015-07-20 12:09:00,,1,0
01.005.0536,,5,95,1857,15,,1,1,,2.00,2015-07-23 12:35:00,,1,0
01.003.0359,,3,72,1858,211,,1,1,,20.00,2015-07-31 09:41:00,,1,0
01.005.0537,,5,85,1859,348,,1,1,,5.00,2015-07-31 11:25:00,,1,0
01.005.0538,,5,85,1860,348,,1,1,,5.00,2015-07-31 11:25:00,,1,0
01.005.0539,,5,85,1956,40,,1,1,,1.00,2015-07-31 11:27:00,,1,0
01.005.0540,,5,85,1862,348,,1,1,,5.00,2015-07-31 11:29:00,,1,0
01.005.0541,,5,85,1957,40,,1,1,,2.00,2015-07-31 11:29:00,,1,0
01.005.0542,,5,85,1864,348,,1,1,,5.00,2015-07-31 11:29:00,,1,0
01.005.0543,,5,85,1865,348,,1,1,,5.00,2015-07-31 11:30:00,,1,0
01.005.0544,,5,85,1866,348,,1,1,,5.00,2015-07-31 11:30:00,,1,0
01.005.0545,,5,85,1867,348,,1,1,,5.00,2015-07-31 11:30:00,,1,0
01.005.0546,,5,504,1868,40,,1,1,,1.00,2015-08-04 11:02:00,,1,0
01.005.0547,,5,505,1869,40,,1,1,,1.00,2015-08-05 10:13:00,,1,0
01.005.0548,,5,94,260,352,,1,1,,10.00,2015-08-05 12:52:00,,1,0
01.005.0549,,5,45,1870,37,,1,1,,1.00,2015-08-07 11:41:00,,0,1
01.005.0550,,5,506,1871,143,,1,1,,2.00,2015-08-07 12:51:00,,1,0
01.003.0360,,3,139,1872,176,,1,1,,1.00,2015-08-20 09:18:00,,1,0
01.006.0116,,6,462,938,354,,1,1,,1.00,2015-08-26 12:41:00,,1,0
01.006.0117,,6,442,938,354,,1,1,,1.00,2015-08-26 12:41:00,,1,0
05.001.0060,,1,507,1873,40,,1,1,,1.00,2015-08-31 10:18:00,,1,0
04.001.0014,,1,208,1874,40,,1,1,,5.00,2015-08-31 11:43:00,,1,0
04.001.0015,,1,208,1875,40,,1,1,,5.00,2015-08-31 11:44:00,,1,0
04.001.0016,,1,208,1876,40,,1,1,,5.00,2015-08-31 11:44:00,,1,0
04.001.0017,,1,208,1877,40,,1,1,,5.00,2015-08-31 11:44:00,,1,0
01.005.0551,,5,94,1819,117,,1,1,,200.00,2015-09-01 09:58:00,,1,0
01.005.0552,,5,478,331,40,,1,1,,1.00,2015-09-02 10:55:00,,1,0
03.001.0202,,1,64,408,31,,1,1,,1.00,2015-09-02 11:49:00,,1,0
03.001.0203,,1,372,435,434,,1,1,,1.00,2015-09-02 11:49:00,,1,0
01.006.0118,,6,360,1878,354,,1,1,,1.00,2015-09-04 12:28:00,,1,0
01.006.0119,,6,360,1879,354,,1,1,,1.00,2015-09-04 12:29:00,,1,0
01.006.0120,,6,360,1880,354,,1,1,,1.00,2015-09-04 12:29:00,,1,0
01.006.0121,,6,360,1881,354,,1,1,,1.00,2015-09-07 09:53:00,,1,0
02.001.0143,,1,508,1882,361,,1,1,,1.00,2015-09-21 11:53:00,,1,0
02.001.0144,,1,509,1883,361,,1,1,,1.00,2015-09-21 11:54:00,,1,0
01.005.0553,,5,110,1884,363,,1,1,,1.00,2015-10-02 10:47:00,,1,0
01.005.0554,,5,510,1885,362,,1,1,,1.00,2015-10-02 10:48:00,,1,0
01.005.0555,,5,85,1886,23,,1,1,,1.00,2015-10-16 12:54:00,,1,0
01.005.0556,,5,85,1887,23,,1,1,,1.00,2015-10-16 12:54:00,,1,0
01.006.0122,,6,313,1888,229,,1,1,,1.00,2015-10-28 11:14:00,,1,0
01.006.0123,,6,511,1889,229,,1,1,,1.00,2015-10-28 11:16:00,,1,0
01.006.0124,,6,360,1890,360,,1,1,,1.00,2015-10-29 10:11:00,,1,0
01.006.0125,,6,511,1891,229,,1,1,,1.00,2015-10-29 12:23:00,,1,0
01.006.0126,,6,351,1892,319,,1,1,,1.00,2015-11-04 10:41:00,,1,0
01.006.0127,,6,313,1893,354,,1,1,,1.00,2015-11-13 11:01:00,,1,0
01.005.0557,,5,226,1894,40,,1,1,,20.00,2015-11-18 11:30:00,,1,0
01.005.0558,,5,512,1895,40,,1,1,,2.00,2015-12-07 12:08:00,,1,0
05.002.0020,,2,513,1896,29,,1,1,,1.00,2016-01-07 10:08:00,,1,0
03.001.0204,,1,243,1897,184,,1,1,,1.00,2016-01-13 12:27:00,,1,0
03.001.0205,,1,243,1898,184,,1,1,,1.00,2016-01-13 12:28:00,,1,0
02.001.0145,,1,514,1899,365,,15,15,,1.00,2016-02-04 09:20:00,,1,0
01.005.0559,,5,495,1900,40,,1,1,,1.00,2016-03-08 11:41:00,,1,0
01.006.0128,,6,351,1901,229,,1,1,,1.00,2016-03-17 10:35:00,,1,0
03.001.0206,,1,43,1902,50,,1,1,,1.00,2016-03-23 11:38:00,,1,0
02.001.0146,,1,117,1903,32,,1,1,,1.00,2016-03-23 11:43:00,,1,0
01.006.0129,,6,360,1904,299,,1,1,,1.00,2016-03-24 12:50:00,,1,0
01.005.0560,,5,85,1905,98,,1,1,,2.00,2016-03-30 10:20:00,,1,0
01.005.0561,,5,85,1906,98,,1,1,,2.00,2016-03-30 10:20:00,,1,0
01.005.0562,,5,85,1907,98,,1,1,,2.00,2016-03-30 10:21:00,,1,0
01.005.0563,,5,85,1908,348,,1,1,,2.00,2016-03-30 11:36:00,,1,0
01.005.0564,,5,85,1909,348,,1,1,,2.00,2016-03-30 11:48:00,,1,0
01.005.0565,,5,98,1910,40,,1,1,,1.00,2016-04-06 15:59:00,,1,0
01.006.0130,,6,490,1911,366,,1,1,,1.00,2016-04-12 10:24:00,,1,0
01.006.0131,,6,490,1912,367,,1,1,,1.00,2016-04-12 10:25:00,,1,0
01.006.0132,,6,490,1913,366,,1,1,,1.00,2016-04-22 10:55:00,,1,0
01.006.0133,,6,490,1914,367,,1,1,,1.00,2016-04-22 10:55:00,,1,0
01.006.0134,,6,360,1915,299,,1,1,,1.00,2016-04-27 09:23:00,,1,0
01.005.0566,,5,171,1916,368,,1,1,,1.00,2016-06-16 12:29:00,,1,0
01.006.0135,,6,351,1917,370,,1,1,,1.00,2016-06-28 09:33:00,,1,0
01.005.0567,,5,6,1919,269,,1,1,,1.00,2016-06-29 10:27:00,,1,0
02.001.0147,,1,481,1918,371,,1,1,,1.00,2016-06-29 12:02:00,,1,0
01.003.0361,,3,45,1920,1,,1,1,,1.00,2016-06-29 12:20:00,,1,0
01.005.0568,,5,99,1922,357,,1,1,,5.00,2016-07-04 10:31:00,,1,0
01.005.0569,,5,171,1923,272,,1,1,,2.00,2016-07-04 10:41:00,,1,0
01.006.0136,,6,360,1921,299,,1,1,,1.00,2016-07-12 10:20:00,,1,0
02.001.0148,,1,514,1924,365,,1,1,,1.00,2016-08-08 10:57:00,,1,0
02.001.0149,,1,212,1925,40,,11,11,,1.00,2016-08-10 11:10:00,,1,0
01.005.0570,,5,109,1926,372,,1,1,,1.00,2016-08-12 09:57:00,,1,0
01.001.0406,,1,30,1927,40,,1,1,,1.00,2016-09-02 11:19:00,,1,0
01.001.0407,,1,30,1928,40,,1,1,,1.00,2016-09-02 11:20:00,,1,0
01.001.0408,,1,30,1929,40,,1,1,,1.00,2016-09-02 11:20:00,,1,0
01.001.0409,,1,30,1930,40,,1,1,,1.00,2016-09-02 11:20:00,,1,0
01.001.0410,,1,30,1931,40,,1,1,,1.00,2016-09-02 11:21:00,,1,0
02.001.0150,,1,101,1932,40,,1,1,,1.00,2016-09-07 12:42:00,,1,0
01.006.0137,,6,313,1933,373,,1,1,,1.00,2016-09-08 10:11:00,,1,0
01.006.0138,,6,351,1934,370,,1,1,,1.00,2016-09-08 10:20:00,,1,0
03.001.0207,,1,55,1935,29,,1,1,,1.00,2016-10-21 11:31:00,,1,0
01.006.0139,,6,360,1936,354,,1,1,,1.00,2016-10-25 10:10:00,,1,0
01.005.0571,,5,91,1937,12,,1,1,,1.00,2016-10-27 11:49:00,,1,0
02.001.0151,,1,514,1939,377,,1,1,,1.00,2016-12-06 11:21:00,,1,0
02.001.0152,,1,515,1938,107,,1,1,,1.00,2016-12-06 11:21:00,,1,0
01.005.0572,,5,87,1940,260,,1,1,,200.00,2016-12-13 10:47:00,,1,0
05.001.0061,,1,196,1941,378,,1,1,,1.00,2016-12-13 12:44:00,,1,0
01.005.0573,,5,212,1942,40,,1,1,,10.00,2016-12-28 12:11:00,,1,0
01.003.0362,,3,139,1943,23,,1,1,,1.00,2016-12-30 10:22:00,,1,0
03.001.0208,,1,338,1944,201,,1,1,,1.00,2017-01-06 10:06:00,,1,0
03.001.0209,,1,126,1945,379,,1,1,,1.00,2017-01-06 10:09:00,,1,0
03.001.0210,,1,126,1946,379,,1,1,,1.00,2017-01-06 10:10:00,,1,0
01.005.0574,,5,94,1947,437,,1,1,,50.00,2017-01-09 12:55:00,,1,0
02.001.0153,,1,86,1194,380,,1,1,,3.00,2017-01-10 09:27:00,,1,0
01.006.0140,,6,462,1949,354,,1,1,,2.00,2017-01-23 12:28:00,,1,0
01.005.0575,,5,87,1950,40,,1,1,,1.00,2017-01-27 13:00:00,,1,0
01.005.0576,,5,87,1951,40,,1,1,,1.00,2017-01-27 13:00:00,,1,0
01.005.0577,,5,87,1952,40,,1,1,,1.00,2017-01-27 13:01:00,,1,0
01.005.0578,,5,87,1953,40,,1,1,,1.00,2017-01-27 13:01:00,,1,0
01.003.0363,,3,139,1954,23,,1,1,,1.00,2017-01-31 10:13:00,,1,0
01.005.0579,,5,85,1958,40,,1,1,,2.00,2017-02-01 09:08:00,,1,0
02.001.0154,,1,147,1961,32,,11,11,,1.00,2017-02-03 09:41:00,,1,0
01.005.0580,,5,179,1962,381,,1,1,,2.00,2017-02-10 11:59:00,,1,0
01.005.0581,,5,85,1964,40,,1,1,,1.00,2017-03-06 10:50:00,,1,0
01.005.0582,,5,245,1963,30,,2,3,,1.00,2017-03-07 09:03:00,,1,0
01.003.0364,,3,139,1965,23,,1,1,,1.00,2017-03-07 09:43:00,,1,0
01.003.0365,,3,139,1966,23,,1,1,,1.00,2017-03-07 09:43:00,,1,0
01.003.0366,,3,139,1967,23,,1,1,,1.00,2017-03-07 09:44:00,,1,0
01.003.0367,,3,139,1968,23,,1,1,,1.00,2017-03-07 09:44:00,,1,0
01.003.0368,,3,139,1969,23,,1,1,,1.00,2017-03-07 09:44:00,,1,0
01.003.0369,,3,139,1970,23,,1,1,,1.00,2017-03-07 09:44:00,,1,0
01.003.0370,,3,120,1971,23,,1,1,,1.00,2017-03-07 09:49:00,,1,0
01.003.0371,,3,139,1972,23,,1,1,,1.00,2017-03-07 09:58:00,,1,0
01.005.0583,,5,87,1973,40,,1,1,,200.00,2017-03-07 11:19:00,,1,0
02.001.0155,,1,86,1974,151,,11,11,,1.00,2017-03-09 12:49:00,,1,0
01.002.0163,,2,161,1975,23,,1,1,,6.00,2017-03-29 11:50:00,,1,0
01.002.0164,,2,333,633,305,,1,1,,6.00,2017-03-31 10:24:00,,1,0
01.005.0584,,5,171,1976,368,,1,1,,5.00,2017-04-18 12:39:00,,1,0
01.006.0141,,6,490,1977,354,,1,1,,1.00,2017-05-04 09:54:00,,1,0
01.005.0585,,5,87,1978,40,,1,1,,100.00,2017-06-02 11:31:00,,1,0
01.005.0586,,5,87,1979,40,,1,1,,100.00,2017-06-02 11:33:00,,1,0
01.006.0142,,6,351,1981,382,,1,1,,1.00,2017-06-06 13:16:00,,1,0
01.006.0143,,6,490,1980,382,,1,1,,1.00,2017-06-06 13:17:00,,1,0
01.005.0587,,5,118,1982,308,,1,1,,1.00,2017-06-08 12:32:00,,1,0
01.006.0144,,6,360,1983,354,,1,1,,2.00,2017-07-07 13:35:00,,1,0
04.001.0018,,1,208,1984,40,,1,1,,10.00,2017-07-21 09:57:00,,1,0
01.005.0588,,5,175,531,40,,3,3,,1.00,2017-08-15 10:48:00,,1,0
01.005.0589,,5,109,1985,383,,1,1,,1.00,2017-08-21 11:44:00,,1,0
05.002.0021,,2,517,1986,40,,1,1,,1.00,2017-08-22 10:36:00,,1,0
05.002.0022,,2,518,1987,40,,1,1,,1.00,2017-08-22 10:37:00,,1,0
05.002.0023,,2,519,1988,40,,1,1,,1.00,2017-08-29 11:15:00,,1,0
05.002.0024,,2,520,1989,40,,1,1,,1.00,2017-08-29 11:16:00,,1,0
05.001.0062,,1,194,1990,40,,1,1,,1.00,2017-08-30 11:33:00,,1,0
05.001.0063,,1,521,1992,40,,1,1,,1.00,2017-08-30 11:33:00,,1,0
05.001.0064,,1,522,1993,40,,1,1,,1.00,2017-08-30 11:33:00,,1,0
05.002.0025,,2,464,1994,40,,1,1,,1.00,2017-08-30 11:38:00,,1,0
01.003.0372,,3,45,1995,116,,1,1,,1.00,2017-09-07 10:38:00,,1,0
01.003.0373,,3,45,1996,116,,1,1,,1.00,2017-09-07 10:42:00,,1,0
01.006.0145,,6,351,1997,354,,1,1,,1.00,2017-09-12 10:11:00,,1,0
01.006.0146,,6,523,1998,354,,1,1,,1.00,2017-09-12 10:17:00,,1,0
01.006.0147,,6,351,1999,354,,1,1,,1.00,2017-09-12 10:22:00,,1,0
01.003.0374,,3,264,2000,53,,1,1,,1.00,2017-09-14 11:39:00,,1,0
03.001.0211,,1,43,2001,50,,1,1,,1.00,2017-09-28 09:09:00,,1,0
03.001.0212,,1,43,2002,50,,1,1,,1.00,2017-09-28 09:09:00,,1,0
01.002.0165,,2,524,2003,85,,1,1,,1.00,2017-09-29 12:57:00,,1,0
01.005.0590,,5,176,534,40,,15,15,,1.00,2017-10-02 10:41:00,,1,0
01.006.0148,,6,472,2005,354,,1,1,,1.00,2017-10-17 12:51:00,,1,0
01.005.0591,,5,87,2006,40,,1,1,,50.00,2017-10-26 12:23:00,,1,0
03.001.0213,,1,525,2007,40,,11,11,,5.00,2017-11-13 12:26:00,,1,0
05.001.0065,,1,526,2008,40,,1,1,,1.00,2017-11-23 09:07:00,,1,0
01.005.0592,,5,527,2009,137,,1,1,,1.00,2017-11-28 09:32:00,,1,0
01.005.0593,,5,85,2010,98,,1,1,,2.00,2017-12-06 10:16:00,,1,0
01.005.0594,,5,85,2011,98,,1,1,,2.00,2017-12-06 10:17:00,,1,0
01.005.0595,,5,85,2012,98,,1,1,,2.00,2017-12-06 10:17:00,,1,0
01.005.0596,,5,85,2013,98,,1,1,,2.00,2017-12-06 10:17:00,,1,0
01.005.0597,,5,85,2014,98,,1,1,,2.00,2017-12-06 10:17:00,,1,0
01.005.0598,,5,85,2015,98,,1,1,,2.00,2017-12-06 10:18:00,,1,0
01.005.0599,,5,85,2016,98,,1,1,,2.00,2017-12-06 10:18:00,,1,0
01.005.0600,,5,85,2023,98,,1,1,,2.00,2017-12-06 10:18:00,,1,0
01.005.0601,,5,85,2017,98,,1,1,,2.00,2017-12-06 10:19:00,,1,0
01.005.0602,,5,85,2018,98,,1,1,,2.00,2017-12-06 10:19:00,,1,0
01.005.0603,,5,85,2019,98,,1,1,,2.00,2017-12-06 10:25:00,,1,0
01.005.0604,,5,85,2020,98,,1,1,,2.00,2017-12-06 10:26:00,,1,0
01.005.0605,,5,85,2021,98,,1,1,,2.00,2017-12-06 10:26:00,,1,0
01.005.0606,,5,85,2022,98,,1,1,,2.00,2017-12-06 10:26:00,,1,0
05.001.0066,,1,303,2024,384,,16,16,,1.00,2017-12-08 09:03:00,,1,0
01.005.0607,,5,94,2025,385,,1,1,,200.00,2017-12-08 10:15:00,,1,0
01.005.0608,,5,94,2026,385,,1,1,,500.00,2017-12-08 10:15:00,,1,0
01.005.0609,,5,94,2027,385,,1,1,,500.00,2017-12-08 10:15:00,,1,0
02.001.0156,,1,176,2028,40,,1,1,,1.00,2018-01-09 11:50:00,,1,0
01.005.0610,,5,350,2035,40,,1,1,,1.00,2018-01-15 11:18:00,,1,0
01.005.0611,,5,85,2083,40,,1,1,,2.00,2018-01-16 11:57:00,,1,0
01.005.0612,,5,85,2031,193,,1,1,,1.00,2018-01-16 11:58:00,,1,0
01.005.0613,,5,85,2032,193,,1,1,,2.00,2018-01-16 11:59:00,,1,0
01.005.0614,,5,85,2033,193,,1,1,,2.00,2018-01-16 12:00:00,,1,0
01.005.0615,,5,85,2034,193,,1,1,,2.00,2018-01-16 12:00:00,,1,0
01.001.0411,,1,37,2036,298,,1,1,,1.00,2018-03-06 09:33:00,,1,0
01.002.0166,,2,223,2037,364,,1,1,,1.00,2018-03-06 09:39:00,,1,0
03.001.0214,,1,100,2038,40,,11,11,,4.00,2018-03-21 09:59:00,,1,0
01.001.0412,,1,11,2039,40,,1,1,,1.00,2018-03-22 11:45:00,,1,0
01.001.0413,,1,37,2040,389,,1,1,,2.00,2018-04-03 10:29:00,,1,0
01.003.0375,,3,45,2041,1,,1,1,,1.00,2018-04-05 10:31:00,,1,0
05.002.0026,,2,528,2042,40,,1,1,,1.00,2018-05-21 12:25:00,,1,0
05.002.0027,,2,529,2043,40,,1,1,,1.00,2018-05-21 12:25:00,,1,0
05.002.0028,,2,529,2044,40,,1,1,,1.00,2018-05-21 12:26:00,,1,0
05.002.0029,,2,340,2045,40,,1,1,,1.00,2018-05-21 12:45:00,,1,0
05.002.0030,,2,318,2046,40,,1,1,,1.00,2018-05-29 10:18:00,,1,0
05.002.0031,,2,530,2047,40,,1,1,,1.00,2018-05-29 10:43:00,,1,0
01.003.0376,,3,139,2048,23,,1,1,,5.00,2018-05-31 12:09:00,,1,0
01.003.0377,,3,139,2049,23,,1,1,,5.00,2018-05-31 12:09:00,,1,0
01.002.0167,,2,333,2050,23,,1,1,,6.00,2018-05-31 12:19:00,,1,0
02.001.0157,,1,157,2051,40,,11,11,,5.00,2018-06-05 10:42:00,,1,0
01.005.0616,,5,85,2053,118,,1,1,,1.00,2018-07-09 10:31:00,,1,0
01.006.0149,,6,351,2054,319,,1,1,,1.00,2018-07-20 12:27:00,,1,0
01.006.0150,,6,472,2055,390,,1,1,,1.00,2018-07-20 12:32:00,,1,0
01.001.0414,,1,11,2056,298,,1,1,,1.00,2018-07-25 10:53:00,,1,0
01.001.0415,,1,11,2057,298,,1,1,,1.00,2018-07-25 10:53:00,,1,0
01.005.0617,,5,531,228,40,,1,1,,1.00,2018-08-06 12:05:00,,1,0
03.001.0215,,1,100,2058,40,,1,1,,10.00,2018-08-28 12:09:00,,1,0
03.001.0216,,1,100,2059,40,,1,1,,10.00,2018-08-28 12:09:00,,1,0
03.001.0217,,1,100,2060,40,,1,1,,10.00,2018-08-28 12:10:00,,1,0
03.001.0218,,1,100,2061,40,,1,1,,10.00,2018-08-28 12:10:00,,1,0
01.003.0378,,3,139,2062,23,,1,1,,1.00,2018-08-29 12:46:00,,1,0
01.001.0416,,1,11,2063,298,,1,1,,1.00,2018-09-25 11:53:00,,1,0
01.001.0417,,1,11,2064,298,,1,1,,1.00,2018-09-25 11:54:00,,1,0
01.003.0379,,3,139,2065,109,,1,1,,1.00,2018-09-28 10:25:00,,1,0
01.003.0380,,3,139,2066,109,,1,1,,1.00,2018-09-28 10:25:00,,1,0
01.005.0618,,5,532,2067,53,,1,1,,1.00,2018-10-03 11:01:00,,1,0
01.006.0151,,6,360,2068,279,,1,1,,1.00,2018-10-16 12:06:00,,1,0
01.005.0619,,5,85,2069,40,,1,1,,1.00,2018-11-06 10:28:00,,1,0
01.005.0620,,5,85,2070,40,,1,1,,1.00,2018-11-06 10:29:00,,1,0
01.003.0381,,3,488,2071,111,,1,1,,1.00,2018-11-21 10:08:00,,1,0
01.001.0418,,1,11,2072,298,,1,1,,1.00,2018-12-04 13:04:00,,1,0
01.001.0419,,1,11,2073,298,,1,1,,1.00,2018-12-04 13:04:00,,1,0
01.001.0420,,1,11,2074,298,,1,1,,1.00,2018-12-04 13:05:00,,1,0
01.001.0421,,1,11,2075,298,,1,1,,1.00,2018-12-04 13:05:00,,1,0
01.003.0382,,3,139,2076,23,,1,1,,1.00,2018-12-18 10:11:00,,1,0
01.005.0621,,5,85,2078,98,,1,1,,1.00,2019-01-10 10:22:00,,1,0
01.003.0383,,3,139,2077,23,,1,1,,1.00,2019-01-11 10:21:00,,1,0
01.003.0384,,3,139,2079,23,,1,1,,1.00,2019-01-11 10:22:00,,1,0
01.005.0622,,5,85,2080,348,,1,1,,1.00,2019-04-09 10:12:00,,1,0
01.001.0422,,1,533,2081,40,,1,1,,1.00,2019-04-09 12:46:00,,1,0
01.006.0152,,6,490,2082,40,,1,1,,1.00,2019-06-12 11:17:00,,1,0
03.001.0219,,1,55,2084,29,,1,1,,1.00,2019-06-12 12:43:00,,1,0
01.006.0153,,6,351,2101,40,,1,1,,1.00,2019-07-05 12:03:00,,1,0
01.005.0623,,5,85,2085,40,,1,1,,2.00,2019-07-16 09:32:00,,1,0
01.005.0624,,5,85,2085,40,,1,1,,2.00,2019-07-16 09:34:00,,1,0
01.005.0625,,5,85,2086,40,,1,1,,2.00,2019-07-16 09:34:00,,1,0
01.005.0626,,5,85,2087,40,,1,1,,2.00,2019-07-16 09:35:00,,1,0
01.005.0627,,5,85,2088,40,,1,1,,2.00,2019-07-16 09:35:00,,1,0
01.005.0628,,5,85,2089,40,,1,1,,2.00,2019-07-16 09:36:00,,1,0
01.005.0629,,5,85,2090,40,,1,1,,2.00,2019-07-16 09:37:00,,1,0
01.005.0630,,5,85,2091,40,,1,1,,2.00,2019-07-16 09:47:00,,1,0
01.005.0631,,5,85,2092,40,,1,1,,2.00,2019-07-16 09:48:00,,1,0
01.005.0632,,5,85,2093,40,,1,1,,2.00,2019-07-16 09:48:00,,1,0
01.005.0633,,5,85,2094,40,,1,1,,2.00,2019-07-16 09:51:00,,1,0
01.005.0634,,5,85,2095,40,,1,1,,2.00,2019-07-16 09:52:00,,1,0
01.005.0635,,5,85,2096,40,,1,1,,2.00,2019-07-16 09:54:00,,1,0
01.005.0636,,5,85,2097,40,,1,1,,2.00,2019-07-16 09:58:00,,1,0
01.005.0637,,5,85,2098,40,,1,1,,2.00,2019-07-16 09:59:00,,1,0
01.005.0638,,5,85,2099,40,,1,1,,2.00,2019-07-16 09:59:00,,1,0
01.005.0639,,5,85,2100,40,,1,1,,2.00,2019-07-16 10:00:00,,1,0
04.001.0019,,1,208,2102,40,,1,1,,5.00,2019-07-31 10:16:00,,1,0
04.001.0020,,1,208,2103,40,,1,1,,5.00,2019-07-31 10:16:00,,1,0
04.001.0021,,1,208,2104,40,,1,1,,5.00,2019-07-31 10:16:00,,1,0
04.001.0022,,1,208,2105,40,,1,1,,5.00,2019-07-31 10:17:00,,1,0
04.001.0023,,1,208,2106,40,,1,1,,3.00,2019-07-31 11:10:00,,1,0
04.001.0024,,1,208,2107,40,,1,1,,3.00,2019-07-31 11:10:00,,1,0
04.001.0025,,1,275,2108,40,,1,1,,3.00,2019-07-31 11:20:00,,1,0
01.005.0640,,5,85,2109,98,,1,1,,2.00,2019-08-02 10:18:00,,1,0
01.003.0385,,3,139,2110,23,,1,1,,1.00,2019-08-02 12:26:00,,1,0
01.003.0386,,3,139,2111,23,,1,1,,2.00,2019-08-02 12:27:00,,1,0
01.003.0387,,3,139,2112,23,,1,1,,2.00,2019-08-02 12:27:00,,1,0
02.001.0158,,1,102,2113,391,,1,1,,1.00,2019-09-04 11:31:00,,1,0
01.003.0388,,3,139,2115,269,,1,1,,1.00,2019-09-06 12:24:00,,1,0
02.001.0159,,1,191,2116,40,,1,1,,1.00,2019-09-06 12:36:00,,1,0
01.003.0389,,3,139,2117,1,,1,1,,1.00,2019-10-25 12:38:00,,1,0
01.005.0641,,5,12,2118,308,,1,1,,1.00,2019-10-30 10:08:00,,1,0
01.003.0390,,3,4,301,116,,1,1,,1.00,2019-11-29 11:28:00,,1,0
01.001.0423,,1,11,2119,298,,1,1,,2.00,2019-12-10 12:31:00,,1,0
01.001.0424,,1,11,2120,298,,1,1,,2.00,2019-12-10 12:32:00,,1,0
01.005.0642,,5,317,2121,122,,1,1,,2.00,2019-12-11 12:20:00,,1,0
01.005.0643,,5,85,2122,98,,1,1,,1.00,2020-01-03 11:12:00,,1,0
01.005.0644,,5,171,2123,368,,1,1,,2.00,2020-02-05 10:53:00,,1,0
01.005.0645,,5,182,2124,91,,1,1,,1.00,2020-02-05 11:01:00,,1,0
02.001.0160,,1,20,2125,392,,1,1,,1.00,2020-02-05 12:55:00,,1,0
03.001.0220,,1,363,2126,183,,1,1,,1.00,2020-02-06 10:59:00,,1,0
01.006.0154,,6,490,2127,393,,1,1,,2.00,2020-02-07 11:24:00,,1,0
01.006.0155,,6,536,2128,354,,1,1,,1.00,2020-02-11 11:14:00,,1,0
01.002.0168,,2,161,2129,328,,1,1,,1.00,2020-03-03 11:11:00,,1,0
01.005.0646,,5,179,1962,394,,1,1,,2.00,2020-03-04 10:04:00,,1,0
02.001.0161,,1,537,2130,40,,1,1,,1.00,2020-03-05 10:32:00,,1,0
01.005.0647,,5,110,2132,40,,1,1,,20.00,2020-05-28 11:48:00,,1,0
01.006.0156,,6,360,2133,40,,1,1,,1.00,2020-05-28 12:03:00,,1,0
01.005.0648,,5,94,2145,395,,1,1,,100.00,2020-06-04 13:09:00,,1,0
01.005.0649,,5,94,2136,395,,1,1,,100.00,2020-06-04 13:10:00,,1,0
01.005.0650,,5,94,2137,395,,1,1,,100.00,2020-06-04 13:10:00,,1,0
01.005.0651,,5,94,2138,395,,1,1,,100.00,2020-06-04 13:11:00,,1,0
01.005.0652,,5,94,2139,395,,1,1,,100.00,2020-06-04 13:12:00,,1,0
02.001.0162,,1,67,2140,56,,1,1,,1.00,2020-06-09 09:20:00,,1,0
01.005.0653,,5,538,2141,353,,1,1,,20.00,2020-06-18 13:27:00,,1,0
02.001.0163,,1,117,2142,396,,1,1,,10.00,2020-06-24 11:51:00,,1,0
01.005.0654,,5,176,2143,83,,1,1,,1.00,2020-06-25 10:16:00,,1,0
02.001.0164,,1,67,2144,56,,1,1,,1.00,2020-06-25 10:17:00,,1,0
01.005.0655,,5,139,2146,23,,1,1,,1.00,2020-07-04 11:22:00,,1,0
01.005.0656,,5,87,2147,40,,1,1,,1.00,2020-07-04 11:53:00,,1,0
01.005.0657,,5,539,2148,153,,1,1,,10.00,2020-07-04 12:24:00,,1,0
01.003.0391,,3,139,2149,23,,1,1,,1.00,2020-08-05 16:48:00,,1,0
01.003.0392,,3,139,2150,23,,1,1,,1.00,2020-08-05 16:48:00,,1,0
01.005.0658,,5,540,2151,40,,3,3,,4.00,2020-08-05 16:50:00,,1,0
01.005.0659,,5,110,711,397,,1,1,,20.00,2020-08-05 16:52:00,,1,0
01.005.0660,,5,94,2152,341,,1,1,,100.00,2020-08-05 16:57:00,,1,0
01.005.0661,,5,110,2153,398,,1,1,,5.00,2020-08-06 16:58:00,,1,0
01.005.0662,,5,240,1984,40,,1,1,,2.00,2020-08-06 17:01:00,,1,0
01.005.0663,,5,110,2153,399,,1,1,,5.00,2020-08-06 17:08:00,,1,0
01.005.0664,,5,110,2153,400,,1,1,,5.00,2020-08-06 17:09:00,,1,0
